event_id,student_id,query,filter_used,clicked,searched_at
561,15,programming,False,False,2025-05-06 16:24:00
562,85,programming,True,True,2025-05-13 15:22:00
563,195,statistics,False,True,2025-05-28 09:37:00
564,57,programming,True,False,2025-05-18 19:48:00
565,11,programming,False,False,2025-05-27 12:55:00
566,99,databases,True,True,2025-05-10 10:06:00
567,177,ethics,False,True,2025-05-24 21:15:00
568,196,programming,False,False,2025-05-06 09:32:00
569,81,electronics,True,False,2025-05-03 09:18:00
570,186,programming,True,True,2025-05-11 18:22:00
571,93,programming,True,True,2025-05-11 11:02:00
572,49,mathematics,True,True,2025-05-15 15:34:00
573,23,mathematics,False,True,2025-05-20 19:26:00
574,93,biology,False,True,2025-05-11 15:26:00
575,190,electronics,False,False,2025-05-11 12:07:00
576,143,programming,False,True,2025-05-05 14:39:00
577,154,machine learning,True,True,2025-05-10 18:05:00
578,159,mathematics,False,False,2025-05-14 09:58:00
579,178,machine learning,False,False,2025-05-23 17:05:00
580,5,databases,True,False,2025-05-06 18:16:00
581,35,databases,False,True,2025-05-14 21:32:00
582,33,ethics,True,True,2025-05-12 18:25:00
583,44,machine learning,False,True,2025-05-05 08:33:00
584,50,programming,False,False,2025-05-24 08:00:00
585,89,biology,False,True,2025-05-16 10:48:00
586,34,statistics,False,False,2025-05-06 10:01:00
587,12,electronics,False,False,2025-05-18 13:39:00
588,127,statistics,False,True,2025-05-18 15:07:00
589,38,biology,False,True,2025-05-06 19:51:00
590,12,mathematics,True,False,2025-05-23 10:58:00
591,162,machine learning,False,True,2025-05-02 12:35:00
592,8,databases,True,False,2025-05-09 08:26:00
593,92,electronics,False,False,2025-05-15 20:25:00
594,178,mathematics,False,False,2025-05-23 17:01:00
595,66,biology,False,False,2025-05-14 14:44:00
596,67,machine learning,True,True,2025-05-11 18:53:00
597,91,ethics,True,True,2025-05-17 16:59:00
598,131,biology,True,False,2025-05-14 19:58:00
599,158,statistics,False,True,2025-05-13 18:03:00
600,107,databases,False,False,2025-05-27 17:01:00
601,23,statistics,False,False,2025-05-18 14:00:00
602,72,ethics,True,True,2025-05-03 20:36:00
603,158,statistics,True,True,2025-05-11 09:48:00
604,185,biology,False,False,2025-05-24 11:35:00
605,44,electronics,False,False,2025-05-03 17:45:00
606,193,mathematics,True,True,2025-05-12 11:19:00
607,113,biology,True,True,2025-05-03 19:26:00
608,122,biology,True,True,2025-05-24 11:08:00
609,169,electronics,False,False,2025-05-28 16:48:00
610,133,machine learning,True,False,2025-05-27 20:21:00
611,98,databases,False,True,2025-05-12 20:42:00
612,170,databases,False,True,2025-05-17 10:45:00
613,138,programming,False,False,2025-05-17 11:09:00
614,63,biology,True,True,2025-05-14 16:46:00
615,77,ethics,False,False,2025-05-14 18:31:00
616,129,electronics,True,False,2025-05-11 20:35:00
617,57,electronics,True,True,2025-05-19 13:53:00
618,148,statistics,True,True,2025-05-12 18:12:00
619,21,biology,False,True,2025-05-22 20:45:00
620,85,ethics,False,True,2025-05-09 16:45:00
621,118,programming,False,True,2025-05-23 18:18:00
622,135,databases,True,False,2025-05-14 15:20:00
623,195,programming,True,False,2025-05-26 17:39:00
624,127,electronics,True,True,2025-05-20 14:22:00
625,82,machine learning,True,True,2025-05-10 09:39:00
626,104,statistics,True,True,2025-05-24 08:58:00
627,13,databases,False,True,2025-05-02 21:07:00
628,102,programming,False,False,2025-05-25 19:20:00
629,148,databases,True,False,2025-05-09 10:08:00
630,135,statistics,True,True,2025-05-10 20:42:00
631,154,mathematics,True,True,2025-05-19 18:33:00
632,197,mathematics,True,False,2025-05-03 20:40:00
633,130,statistics,False,True,2025-05-07 12:35:00
634,2,statistics,True,False,2025-05-15 19:15:00
635,96,machine learning,False,False,2025-05-24 15:06:00
636,89,mathematics,True,True,2025-05-12 11:37:00
637,40,machine learning,False,True,2025-05-16 21:17:00
638,192,databases,False,True,2025-05-16 10:03:00
639,162,electronics,True,True,2025-05-20 17:04:00
640,28,biology,False,True,2025-05-14 15:47:00
641,161,biology,False,True,2025-05-24 08:10:00
642,22,biology,False,False,2025-05-24 21:50:00
643,167,statistics,False,True,2025-05-28 08:43:00
644,128,databases,True,False,2025-05-03 10:24:00
645,47,biology,True,True,2025-05-13 15:41:00
646,132,mathematics,True,False,2025-05-15 16:39:00
647,199,biology,False,False,2025-05-03 18:50:00
648,145,programming,False,False,2025-05-15 15:23:00
649,95,electronics,True,True,2025-05-10 09:50:00
650,79,statistics,False,True,2025-05-22 09:27:00
651,71,statistics,False,True,2025-05-17 20:41:00
652,87,ethics,False,False,2025-05-15 14:22:00
653,98,mathematics,False,False,2025-05-16 08:23:00
654,84,statistics,True,True,2025-05-21 21:19:00
655,57,ethics,False,False,2025-05-22 15:06:00
656,87,databases,False,False,2025-05-05 19:00:00
657,150,mathematics,True,True,2025-05-16 14:44:00
658,62,statistics,True,True,2025-05-12 17:29:00
659,120,mathematics,True,True,2025-05-04 09:21:00
660,165,statistics,True,True,2025-05-25 12:39:00
661,68,electronics,True,True,2025-05-23 16:30:00
662,35,ethics,True,False,2025-05-17 13:25:00
663,66,ethics,True,True,2025-05-10 09:25:00
664,137,ethics,True,False,2025-05-07 17:42:00
665,81,biology,True,False,2025-05-12 13:35:00
666,5,biology,False,False,2025-05-16 19:38:00
667,78,programming,False,True,2025-05-21 14:25:00
668,12,electronics,True,False,2025-05-21 18:07:00
669,199,statistics,True,True,2025-05-24 19:41:00
670,164,mathematics,True,True,2025-05-15 09:16:00
671,103,ethics,False,False,2025-05-21 19:06:00
672,66,ethics,False,False,2025-05-24 20:51:00
673,178,biology,True,True,2025-05-23 13:36:00
674,88,statistics,False,False,2025-05-16 12:23:00
675,183,ethics,False,True,2025-05-01 11:38:00
676,100,biology,True,True,2025-05-20 18:01:00
677,169,ethics,False,False,2025-05-24 08:24:00
678,118,mathematics,False,False,2025-05-16 16:27:00
679,180,biology,False,False,2025-05-11 18:06:00
680,102,biology,False,True,2025-05-19 20:49:00
681,61,machine learning,False,False,2025-05-15 14:43:00
682,64,machine learning,True,True,2025-05-16 11:23:00
683,173,machine learning,False,False,2025-05-02 15:03:00
684,117,statistics,True,True,2025-05-09 20:05:00
685,55,programming,True,True,2025-05-25 11:39:00
686,2,ethics,True,True,2025-05-28 12:10:00
687,127,statistics,False,False,2025-05-14 14:54:00
688,173,machine learning,False,True,2025-05-15 20:52:00
689,17,mathematics,False,True,2025-05-07 19:49:00
690,171,ethics,True,True,2025-05-22 19:14:00
691,94,biology,False,False,2025-05-18 21:09:00
692,100,biology,False,False,2025-05-06 18:26:00
693,61,electronics,False,False,2025-05-23 20:51:00
694,18,machine learning,True,True,2025-05-14 17:06:00
695,23,statistics,False,False,2025-05-26 20:10:00
696,20,biology,True,False,2025-05-28 10:51:00
697,97,ethics,True,True,2025-05-26 18:34:00
698,146,biology,False,True,2025-05-26 17:55:00
699,79,biology,True,False,2025-05-15 12:40:00
700,162,statistics,True,False,2025-05-06 13:43:00
701,82,programming,True,False,2025-05-17 09:51:00
702,198,biology,False,False,2025-05-03 11:24:00
703,116,biology,True,False,2025-05-05 08:13:00
704,142,programming,False,False,2025-05-23 17:13:00
705,114,electronics,False,False,2025-05-25 09:34:00
706,200,programming,False,False,2025-05-09 14:42:00
707,35,electronics,True,False,2025-05-22 16:15:00
708,51,mathematics,True,True,2025-05-04 09:11:00
709,114,machine learning,True,True,2025-05-01 11:00:00
710,131,electronics,True,False,2025-05-15 15:02:00
711,188,ethics,False,False,2025-05-14 09:34:00
712,61,biology,False,True,2025-05-01 15:26:00
713,168,machine learning,True,False,2025-05-06 09:31:00
714,38,machine learning,True,True,2025-05-18 08:42:00
715,77,statistics,True,True,2025-05-02 11:56:00
716,172,biology,True,False,2025-05-26 14:16:00
717,158,programming,True,True,2025-05-13 08:20:00
718,184,mathematics,False,False,2025-05-13 20:58:00
719,65,ethics,False,False,2025-05-21 08:14:00
720,77,programming,True,False,2025-05-23 17:28:00
721,175,biology,True,True,2025-05-18 17:06:00
722,49,machine learning,True,True,2025-05-15 08:29:00
723,71,statistics,True,False,2025-05-03 17:15:00
724,164,biology,False,False,2025-05-06 14:50:00
725,1,mathematics,True,True,2025-05-18 19:32:00
726,117,mathematics,True,True,2025-05-05 21:53:00
727,155,biology,True,False,2025-05-18 11:48:00
728,129,programming,False,True,2025-05-01 14:23:00
729,115,programming,True,False,2025-05-16 12:21:00
730,65,biology,True,True,2025-05-04 08:56:00
731,42,programming,False,True,2025-05-05 16:15:00
732,49,ethics,True,True,2025-05-19 17:00:00
733,57,ethics,True,False,2025-05-04 15:59:00
734,127,mathematics,True,True,2025-05-07 08:22:00
735,106,electronics,False,False,2025-05-03 10:16:00
736,179,machine learning,True,True,2025-05-09 16:51:00
737,60,biology,False,False,2025-05-07 11:28:00
738,99,ethics,False,True,2025-05-25 21:25:00
739,118,mathematics,True,False,2025-05-01 14:17:00
740,58,ethics,True,False,2025-05-22 18:42:00
741,60,ethics,False,False,2025-05-25 11:02:00
742,59,machine learning,True,True,2025-05-24 21:46:00
743,186,ethics,True,False,2025-05-09 21:21:00
744,30,electronics,False,True,2025-05-18 21:02:00
745,151,ethics,True,False,2025-05-24 20:13:00
746,30,machine learning,False,False,2025-05-01 21:21:00
747,75,biology,True,True,2025-05-27 17:45:00
748,77,programming,False,False,2025-05-04 09:03:00
749,124,machine learning,False,False,2025-05-10 15:23:00
750,75,biology,False,True,2025-05-15 10:32:00
751,145,machine learning,False,True,2025-05-22 17:13:00
752,76,mathematics,False,True,2025-05-25 11:37:00
753,3,machine learning,False,True,2025-05-17 21:22:00
754,190,machine learning,True,False,2025-05-24 17:46:00
755,153,machine learning,True,False,2025-05-03 11:33:00
756,34,ethics,False,False,2025-05-02 17:49:00
757,114,ethics,False,False,2025-05-20 13:29:00
758,11,machine learning,False,True,2025-05-05 14:14:00
759,128,ethics,True,True,2025-05-03 18:50:00
760,22,statistics,True,True,2025-05-12 09:08:00
761,142,mathematics,False,True,2025-05-14 16:57:00
762,168,databases,False,True,2025-05-08 11:43:00
763,199,statistics,True,False,2025-05-20 17:59:00
764,59,machine learning,True,True,2025-05-27 19:56:00
765,8,machine learning,False,False,2025-05-19 12:45:00
766,59,biology,False,True,2025-05-21 10:12:00
767,88,biology,True,False,2025-05-25 10:38:00
768,79,statistics,True,True,2025-05-16 19:53:00
769,13,electronics,True,True,2025-05-09 16:56:00
770,143,biology,True,True,2025-05-08 09:07:00
771,149,mathematics,False,False,2025-05-09 10:23:00
772,90,mathematics,False,False,2025-05-11 11:28:00
773,106,databases,False,True,2025-05-12 13:51:00
774,8,machine learning,True,False,2025-05-18 16:40:00
775,115,databases,False,True,2025-05-02 11:46:00
776,152,statistics,False,True,2025-05-03 15:02:00
777,24,biology,False,False,2025-05-18 14:26:00
778,54,databases,False,False,2025-05-18 20:30:00
779,145,ethics,False,False,2025-05-07 21:51:00
780,180,electronics,True,False,2025-05-19 13:51:00
781,105,ethics,True,False,2025-05-22 17:25:00
782,80,statistics,True,True,2025-05-07 20:11:00
783,139,mathematics,False,True,2025-05-01 13:05:00
784,180,electronics,True,True,2025-05-11 18:05:00
785,39,databases,False,True,2025-05-24 19:41:00
786,193,ethics,True,False,2025-05-12 12:23:00
787,70,ethics,True,True,2025-05-20 10:42:00
788,179,electronics,True,False,2025-05-13 14:08:00
789,120,programming,True,False,2025-05-12 10:25:00
790,175,electronics,False,False,2025-05-06 21:03:00
791,59,ethics,False,True,2025-05-18 20:21:00
792,75,statistics,False,False,2025-05-07 08:36:00
793,96,statistics,False,False,2025-05-23 16:13:00
794,102,machine learning,False,False,2025-05-02 20:05:00
795,67,databases,True,False,2025-05-08 10:25:00
796,125,biology,True,False,2025-05-17 19:06:00
797,159,biology,False,True,2025-05-02 19:06:00
798,145,ethics,True,True,2025-05-22 10:01:00
799,159,databases,True,True,2025-05-02 09:54:00
800,144,biology,True,False,2025-05-05 11:14:00
801,181,mathematics,True,True,2025-05-27 12:36:00
802,166,biology,False,False,2025-05-17 10:37:00
803,27,biology,True,False,2025-05-11 20:07:00
804,20,ethics,True,True,2025-05-03 12:38:00
805,43,ethics,False,False,2025-05-11 21:59:00
806,118,electronics,True,False,2025-05-06 12:35:00
807,120,databases,False,False,2025-05-13 10:22:00
808,154,statistics,True,False,2025-05-23 09:11:00
809,77,ethics,False,False,2025-05-24 15:15:00
810,195,ethics,False,False,2025-05-16 10:56:00
811,193,electronics,True,True,2025-05-07 18:56:00
812,88,ethics,False,False,2025-05-17 15:10:00
813,155,ethics,False,True,2025-05-04 13:57:00
814,104,statistics,False,False,2025-05-17 21:43:00
815,166,mathematics,True,True,2025-05-25 20:14:00
816,70,electronics,False,False,2025-05-05 12:30:00
817,149,mathematics,False,False,2025-05-24 08:36:00
818,74,biology,True,True,2025-05-16 11:30:00
819,107,machine learning,True,False,2025-05-13 19:49:00
820,178,electronics,False,True,2025-05-20 10:59:00
821,9,statistics,True,False,2025-05-02 17:48:00
822,22,mathematics,False,True,2025-05-04 18:21:00
823,38,programming,True,True,2025-05-25 15:11:00
824,47,electronics,True,False,2025-05-16 21:21:00
825,108,mathematics,False,False,2025-05-21 09:33:00
826,69,statistics,True,True,2025-05-07 13:39:00
827,136,electronics,False,True,2025-05-06 10:36:00
828,138,biology,False,False,2025-05-20 14:43:00
829,107,ethics,False,False,2025-05-26 09:22:00
830,64,databases,False,True,2025-05-06 14:49:00
831,42,statistics,False,False,2025-05-13 13:00:00
832,11,mathematics,False,True,2025-05-19 08:45:00
833,163,ethics,True,True,2025-05-14 09:55:00
834,166,ethics,True,True,2025-05-08 21:47:00
835,181,mathematics,True,True,2025-05-23 12:11:00
836,165,ethics,True,True,2025-05-20 10:46:00
837,181,ethics,False,False,2025-05-12 20:55:00
838,69,statistics,False,True,2025-05-10 11:43:00
839,148,biology,True,True,2025-05-28 11:47:00
840,200,biology,False,False,2025-05-06 16:30:00
841,143,statistics,False,True,2025-05-08 21:51:00
842,131,mathematics,True,True,2025-05-16 11:17:00
843,88,statistics,True,False,2025-05-02 10:14:00
844,109,databases,True,False,2025-05-10 20:30:00
845,65,biology,True,True,2025-05-07 19:52:00
846,118,biology,True,True,2025-05-02 13:58:00
847,19,databases,True,True,2025-05-11 09:52:00
848,8,biology,True,True,2025-05-11 16:54:00
849,128,electronics,True,True,2025-05-21 19:03:00
850,70,electronics,True,False,2025-05-11 14:19:00
851,19,biology,True,False,2025-05-27 13:54:00
852,23,mathematics,True,True,2025-05-16 20:33:00
853,20,biology,False,False,2025-05-01 13:45:00
854,191,electronics,True,False,2025-05-25 09:39:00
855,183,ethics,False,True,2025-05-28 20:20:00
856,92,machine learning,True,True,2025-05-14 20:14:00
857,45,databases,False,False,2025-05-09 14:15:00
858,5,machine learning,False,False,2025-05-05 21:54:00
859,20,biology,False,False,2025-05-23 14:15:00
860,81,mathematics,True,False,2025-05-15 14:04:00
861,81,biology,True,True,2025-05-20 16:42:00
862,99,machine learning,False,True,2025-05-20 15:29:00
863,20,machine learning,True,False,2025-05-01 16:02:00
864,191,mathematics,False,True,2025-05-03 12:48:00
865,194,mathematics,True,True,2025-05-24 11:38:00
866,39,programming,True,True,2025-05-18 17:13:00
867,10,machine learning,True,False,2025-05-22 09:24:00
868,63,ethics,False,True,2025-05-23 16:46:00
869,91,biology,True,False,2025-05-14 17:02:00
870,90,machine learning,False,False,2025-05-11 14:48:00
871,143,ethics,False,True,2025-05-06 16:02:00
872,4,ethics,True,True,2025-05-06 21:00:00
873,186,electronics,False,False,2025-05-15 10:40:00
874,50,electronics,True,True,2025-05-01 15:33:00
875,58,mathematics,False,False,2025-05-18 11:03:00
876,197,biology,True,True,2025-05-04 18:16:00
877,89,statistics,False,False,2025-05-14 15:57:00
878,21,mathematics,True,True,2025-05-14 14:33:00
879,132,programming,False,False,2025-05-28 16:21:00
880,196,machine learning,True,True,2025-05-10 13:27:00
881,12,biology,True,True,2025-05-27 14:13:00
882,78,mathematics,True,False,2025-05-21 18:28:00
883,54,mathematics,False,True,2025-05-05 13:33:00
884,89,statistics,True,False,2025-05-08 20:30:00
885,181,mathematics,True,False,2025-05-22 11:06:00
886,97,programming,True,True,2025-05-19 20:10:00
887,107,ethics,True,True,2025-05-22 10:00:00
888,27,databases,True,False,2025-05-12 21:18:00
889,87,biology,True,False,2025-05-10 17:02:00
890,130,statistics,False,False,2025-05-19 21:31:00
891,103,ethics,False,True,2025-05-05 12:24:00
892,25,electronics,True,True,2025-05-08 16:14:00
893,198,programming,False,True,2025-05-10 11:20:00
894,41,statistics,False,False,2025-05-01 15:44:00
895,183,machine learning,True,True,2025-05-11 12:26:00
896,194,ethics,True,True,2025-05-23 11:22:00
897,26,databases,False,False,2025-05-05 13:09:00
898,116,mathematics,False,False,2025-05-01 10:08:00
899,64,electronics,True,True,2025-05-02 13:24:00
900,191,programming,True,False,2025-05-06 13:05:00
901,169,mathematics,True,True,2025-05-27 12:06:00
902,133,mathematics,False,True,2025-05-11 09:26:00
903,104,programming,True,False,2025-05-28 10:13:00
904,149,electronics,True,True,2025-05-25 12:31:00
905,163,machine learning,False,False,2025-05-26 11:26:00
906,22,biology,True,True,2025-05-27 16:51:00
907,73,databases,True,True,2025-05-06 20:16:00
908,178,machine learning,False,True,2025-05-07 19:04:00
909,63,programming,False,True,2025-05-10 13:02:00
910,58,programming,False,False,2025-05-18 08:44:00
911,40,programming,True,True,2025-05-09 20:07:00
912,155,machine learning,False,False,2025-05-01 14:05:00
913,7,programming,True,False,2025-05-28 16:36:00
914,191,databases,True,True,2025-05-24 13:54:00
915,97,databases,False,False,2025-05-10 19:31:00
916,105,statistics,False,False,2025-05-10 09:02:00
917,57,statistics,True,True,2025-05-25 09:33:00
918,27,programming,True,False,2025-05-10 08:21:00
919,22,biology,False,True,2025-05-21 09:28:00
920,151,ethics,False,True,2025-05-02 16:23:00
921,107,mathematics,True,False,2025-05-26 14:29:00
922,26,ethics,True,False,2025-05-17 11:04:00
923,6,biology,True,True,2025-05-25 14:17:00
924,81,databases,True,False,2025-05-15 13:42:00
925,121,ethics,False,False,2025-05-24 12:01:00
926,57,ethics,True,False,2025-05-09 12:39:00
927,161,ethics,False,False,2025-05-01 17:14:00
928,64,machine learning,False,False,2025-05-24 17:18:00
929,23,electronics,True,False,2025-05-03 08:53:00
930,99,ethics,True,True,2025-05-12 11:04:00
931,180,ethics,False,True,2025-05-13 11:05:00
932,176,machine learning,False,True,2025-05-21 13:18:00
933,105,statistics,False,True,2025-05-13 08:24:00
934,74,electronics,True,True,2025-05-17 14:29:00
935,154,electronics,True,True,2025-05-17 12:33:00
936,18,statistics,True,False,2025-05-13 20:06:00
937,7,ethics,False,False,2025-05-26 15:00:00
938,193,statistics,True,True,2025-05-21 15:20:00
939,147,statistics,False,False,2025-05-27 08:28:00
940,136,programming,True,False,2025-05-15 09:36:00
941,181,mathematics,False,False,2025-05-09 17:01:00
942,44,electronics,False,True,2025-05-03 20:22:00
943,86,electronics,False,False,2025-05-08 11:14:00
944,171,machine learning,False,True,2025-05-23 13:23:00
945,42,ethics,True,False,2025-05-25 18:01:00
946,55,mathematics,False,True,2025-05-25 08:19:00
947,159,databases,False,False,2025-05-13 18:25:00
948,90,programming,True,True,2025-05-24 17:30:00
949,166,ethics,False,True,2025-05-07 17:55:00
950,78,databases,False,False,2025-05-09 16:31:00
951,184,statistics,False,False,2025-05-26 19:51:00
952,144,machine learning,False,False,2025-05-28 13:42:00
953,63,ethics,False,True,2025-05-22 20:24:00
954,142,programming,True,True,2025-05-08 12:36:00
955,52,ethics,False,False,2025-05-20 14:28:00
956,9,programming,True,True,2025-05-16 21:14:00
957,82,programming,True,True,2025-05-13 10:21:00
958,7,statistics,True,False,2025-05-12 20:16:00
959,101,ethics,True,True,2025-05-01 09:18:00
960,170,biology,False,False,2025-05-16 08:54:00
961,60,databases,False,True,2025-05-16 19:53:00
962,26,machine learning,False,False,2025-05-24 17:09:00
963,93,mathematics,True,True,2025-05-11 08:39:00
964,45,mathematics,True,True,2025-05-22 09:50:00
965,29,programming,False,False,2025-05-27 13:27:00
966,19,ethics,True,False,2025-05-07 16:16:00
967,65,programming,False,False,2025-05-05 09:54:00
968,60,databases,True,False,2025-05-21 20:12:00
969,136,machine learning,False,False,2025-05-27 17:39:00
970,14,machine learning,False,False,2025-05-16 10:12:00
971,173,electronics,False,True,2025-05-22 12:33:00
972,32,ethics,True,False,2025-05-21 11:40:00
973,106,biology,False,False,2025-05-24 14:04:00
974,156,databases,True,False,2025-05-05 08:26:00
975,55,machine learning,False,False,2025-05-27 12:07:00
976,124,statistics,True,False,2025-05-27 08:09:00
977,49,machine learning,True,False,2025-05-20 11:27:00
978,130,programming,True,False,2025-05-14 21:29:00
979,112,databases,True,False,2025-05-08 20:36:00
980,171,statistics,True,True,2025-05-22 10:21:00
981,36,machine learning,False,False,2025-05-26 15:58:00
982,27,statistics,True,False,2025-05-15 17:16:00
983,155,databases,False,False,2025-05-06 13:11:00
984,158,electronics,True,True,2025-05-22 16:17:00
985,195,machine learning,False,False,2025-05-25 19:46:00
986,139,programming,True,True,2025-05-03 12:50:00
987,57,mathematics,True,True,2025-05-20 19:33:00
988,7,programming,True,True,2025-05-27 13:20:00
989,180,mathematics,True,False,2025-05-25 18:58:00
990,100,ethics,False,True,2025-05-17 15:59:00
991,157,programming,True,False,2025-05-23 10:01:00
992,183,statistics,False,False,2025-05-15 10:07:00
993,106,machine learning,True,False,2025-05-13 19:01:00
994,56,electronics,True,True,2025-05-03 16:50:00
995,2,ethics,True,True,2025-05-15 20:14:00
996,185,statistics,True,False,2025-05-20 21:22:00
997,126,biology,False,True,2025-05-03 17:41:00
998,38,programming,True,True,2025-05-03 09:30:00
999,173,ethics,True,True,2025-05-01 11:45:00
1000,136,machine learning,True,False,2025-05-21 15:55:00
1001,111,electronics,True,True,2025-05-24 21:10:00
1002,53,mathematics,True,False,2025-05-12 14:15:00
1003,9,databases,False,False,2025-05-19 10:40:00
1004,65,ethics,False,False,2025-05-08 21:55:00
1005,44,ethics,False,True,2025-05-22 19:33:00
1006,135,ethics,True,True,2025-05-08 19:27:00
1007,91,biology,False,True,2025-05-05 10:00:00
1008,121,ethics,True,True,2025-05-28 08:35:00
1009,76,programming,True,True,2025-05-14 18:45:00
1010,42,statistics,True,False,2025-05-21 14:20:00
1011,17,biology,True,False,2025-05-12 13:05:00
1012,176,biology,False,True,2025-05-03 08:32:00
1013,30,electronics,False,False,2025-05-23 10:08:00
1014,110,mathematics,False,True,2025-05-01 11:26:00
1015,3,statistics,False,True,2025-05-11 08:09:00
1016,191,statistics,False,True,2025-05-22 12:43:00
1017,37,statistics,False,False,2025-05-15 13:51:00
1018,53,databases,False,False,2025-05-28 16:01:00
1019,156,machine learning,True,True,2025-05-08 09:27:00
1020,110,ethics,False,False,2025-05-24 18:19:00
1021,3,electronics,True,False,2025-05-12 12:58:00
1022,65,programming,True,True,2025-05-14 14:16:00
1023,149,electronics,True,True,2025-05-10 20:47:00
1024,85,programming,False,True,2025-05-16 14:19:00
1025,37,databases,False,False,2025-05-17 08:37:00
1026,34,mathematics,True,True,2025-05-11 21:01:00
1027,168,machine learning,False,False,2025-05-04 19:46:00
1028,198,databases,True,True,2025-05-23 13:23:00
1029,41,databases,False,False,2025-05-22 20:35:00
1030,13,statistics,True,False,2025-05-15 18:28:00
1031,163,electronics,True,True,2025-05-24 08:44:00
1032,183,databases,True,False,2025-05-11 19:55:00
1033,174,programming,True,True,2025-05-03 09:58:00
1034,85,biology,False,False,2025-05-17 18:27:00
1035,47,databases,True,False,2025-05-13 08:14:00
1036,22,mathematics,False,True,2025-05-08 08:16:00
1037,92,mathematics,False,False,2025-05-23 20:37:00
1038,121,programming,True,True,2025-05-26 21:53:00
1039,80,statistics,False,True,2025-05-12 19:21:00
1040,178,biology,False,False,2025-05-20 10:02:00
1041,84,machine learning,False,True,2025-05-15 13:28:00
1042,127,programming,False,False,2025-05-04 18:12:00
1043,115,statistics,False,False,2025-05-01 19:19:00
1044,195,databases,True,True,2025-05-15 21:16:00
1045,84,programming,False,False,2025-05-13 08:35:00
1046,146,ethics,False,False,2025-05-02 20:48:00
1047,28,databases,False,False,2025-05-06 09:49:00
1048,53,machine learning,True,False,2025-05-02 08:58:00
1049,132,programming,True,True,2025-05-05 18:32:00
1050,163,statistics,False,False,2025-05-01 18:58:00
1051,127,programming,True,False,2025-05-24 11:46:00
1052,147,databases,False,False,2025-05-15 09:40:00
1053,85,statistics,False,False,2025-05-07 16:43:00
1054,125,biology,False,False,2025-05-27 10:32:00
1055,94,machine learning,False,False,2025-05-17 18:06:00
1056,140,statistics,False,True,2025-05-19 15:25:00
1057,179,mathematics,True,False,2025-05-21 08:30:00
1058,61,electronics,True,True,2025-05-26 12:20:00
1059,119,electronics,False,False,2025-05-28 20:19:00
1060,71,ethics,True,False,2025-05-13 17:57:00
1061,44,biology,False,True,2025-05-10 18:14:00
1062,77,programming,False,False,2025-05-23 14:01:00
1063,188,statistics,True,True,2025-05-20 16:21:00
1064,161,mathematics,False,False,2025-05-15 20:38:00
1065,181,biology,False,False,2025-05-17 21:20:00
1066,116,ethics,False,True,2025-05-11 14:42:00
1067,142,electronics,True,True,2025-05-27 11:19:00
1068,174,statistics,True,False,2025-05-02 15:41:00
1069,172,ethics,True,False,2025-05-15 14:06:00
1070,176,mathematics,False,True,2025-05-21 18:00:00
1071,126,databases,False,True,2025-05-05 11:12:00
1072,184,mathematics,False,True,2025-05-08 11:26:00
1073,149,biology,False,True,2025-05-22 20:02:00
1074,187,databases,True,True,2025-05-27 18:51:00
1075,101,statistics,True,True,2025-05-11 19:42:00
1076,182,ethics,True,True,2025-05-05 12:38:00
1077,177,databases,True,True,2025-05-08 12:30:00
1078,125,biology,True,True,2025-05-02 17:15:00
1079,182,ethics,True,True,2025-05-02 10:02:00
1080,11,programming,True,True,2025-05-07 14:19:00
1081,68,electronics,False,False,2025-05-26 15:51:00
1082,101,statistics,True,True,2025-05-22 17:05:00
1083,163,mathematics,True,False,2025-05-27 14:20:00
1084,8,databases,True,True,2025-05-06 21:09:00
1085,139,mathematics,False,False,2025-05-12 14:18:00
1086,73,statistics,True,False,2025-05-22 08:59:00
1087,66,biology,True,True,2025-05-19 13:03:00
1088,33,biology,False,True,2025-05-14 08:31:00
1089,128,electronics,True,True,2025-05-26 11:14:00
1090,166,statistics,True,True,2025-05-19 19:38:00
1091,16,mathematics,True,False,2025-05-01 16:11:00
1092,178,machine learning,False,True,2025-05-24 18:52:00
1093,37,mathematics,False,False,2025-05-06 18:11:00
1094,39,biology,True,True,2025-05-22 08:25:00
1095,27,machine learning,True,True,2025-05-21 15:01:00
1096,185,programming,True,True,2025-05-06 08:03:00
1097,54,electronics,False,True,2025-05-20 08:29:00
1098,112,programming,False,False,2025-05-13 10:46:00
1099,19,statistics,False,True,2025-05-25 18:52:00
1100,60,programming,False,False,2025-05-24 17:10:00
1101,148,databases,False,False,2025-05-04 08:54:00
1102,87,databases,True,True,2025-05-06 14:02:00
1103,15,databases,False,True,2025-05-17 11:41:00
1104,119,ethics,True,True,2025-05-25 08:20:00
1105,74,ethics,False,True,2025-05-26 10:57:00
1106,141,statistics,False,True,2025-05-05 10:44:00
1107,170,mathematics,False,False,2025-05-03 10:26:00
1108,148,electronics,False,False,2025-05-14 19:26:00
1109,94,electronics,False,True,2025-05-16 14:00:00
1110,146,mathematics,True,False,2025-05-21 14:56:00
1111,68,electronics,True,False,2025-05-27 13:11:00
1112,93,ethics,True,True,2025-05-23 12:30:00
1113,127,mathematics,False,False,2025-05-15 08:51:00
1114,179,biology,False,True,2025-05-16 15:29:00
1115,199,programming,False,False,2025-05-05 17:32:00
1116,129,databases,False,False,2025-05-18 12:09:00
1117,103,databases,False,False,2025-05-17 20:09:00
